Keywords,Nombre occurrences
an,0.008496576868440795
homme,0.004921743391445535
pays,0.004321283080856488
jeune,0.00423368950489318
pari,0.003982334026041951
personne,0.0035913366144955943
dernier,0.0034186884067998005
grand,0.003192722370256776
police,0.0031812971212180838
femme,0.003167332927948571
politique,0.003084817240446905
musulman,0.0030594277981387
année,0.0027928386539025477
policier,0.002785221821210086
jour,0.0026950893010159586
président,0.0026227293904375745
migrant,0.002559255784667062
national,0.0024513506548571908
mois,0.0024500811827417807
européen,0.0024462727663955497
monde,0.002443733822164729
social,0.0023434455250473194
état,0.0022203067298525252
enfant,0.0021961867596597307
public,0.0021174794885042954
place,0.002114940544273475
euro,0.002055275354849193
nouveau,0.002043850105810501
presse,0.0020375027452334497
droit,0.0020324248567718086
ministre,0.0020311553846563985
violence,0.0020019575260019624
victime,0.0019956101654249113
association,0.0019676817788858857
ville,0.0019308670875389886
famille,0.0019194418385002964
europe,0.0018927829240766812
étranger,0.0018826271471533993
heure,0.0018293093183061688
maire,0.0018280398461907586
mort,0.001815345125036656
coup,0.0018039198759979638
groupe,0.0017937640990746818
macron,0.0017455241586890923
fois,0.0017302904933041694
situation,0.0017163263000346566
république,0.0017125178836884258
enquête,0.0017049010509959644
quartier,0.0016807810808031696
lieu,0.0016439663894562723
force,0.0015779538394549394
vie,0.0015665285904162471
immigration,0.0015360612596464012
prison,0.0015259054827231192
centre,0.0015233665384922987
affaire,0.0015157497057998372
islam,0.0015030549846457347
gouvernement,0.0014954381519532733
question,0.0014916297356070425
parisien,0.0014878213192608119
ancien,0.0014649708211834274
fin,0.0014560845163755554
face,0.001448467683683094
petit,0.0014357729625289915
service,0.0014319645461827609
point,0.0014294256019519403
zemmour,0.0014002277432975047
lundi,0.0013976887990666841
jeudi,0.0013900719663742225
partie,0.0013888024942588124
vendredi,0.0013786467173355305
soir,0.0013608741077197868
droite,0.0013583351634889663
origine,0.0013481793865656843
loi,0.001346909914450274
mardi,0.0013253288884882998
mercredi,0.0013253288884882998
rue,0.0013253288884882998
fait,0.0013240594163728898
revue,0.001320251000026659
semaine,0.0013177120557958384
source,0.0013151731115650179
million,0.0013151731115650179
ordre,0.0013024783904109153
article,0.0012961310298338642
temps,0.0012910531413722233
réseau,0.0012872447250259925
conseil,0.0012783584202181208
territoire,0.0012770889481027105
travail,0.0012682026432948388
histoire,0.0012580468663715568
membre,0.001254238450025326
matin,0.0012478910894482746
figaro,0.001233926896178762
cours,0.0012326574240633518
samedi,0.001228849007717121
justice,0.0012275795356017107
compte,0.0012199627029092493
général,0.0012161542865630184
intérieur,0.0012072679817551467
cas,0.0012059985096397365
dimanche,0.001193303788485634
raison,0.0011920343163702239
vue,0.0011869564279085828
société,0.0011856869557931725
mineur,0.0011856869557931725
etat,0.001183148011562352
nuit,0.0011793395952161214
information,0.0011717227625236597
terroriste,0.0011691838182928394
blanc,0.0011539501529079163
député,0.0011501417365616855
rapport,0.0011501417365616855
tribunal,0.0011450638481000446
gauche,0.001142524903869224
nombre,0.0011412554317538138
mars,0.0011196744057918396
journaliste,0.0011184049336764293
âgé,0.0011158659894456087
frère,0.0011095186288685576
asile,0.0011057102125223268
attentat,0.0011006323240606859
population,0.0010980933798298653
janvier,0.001096823907714455
suite,0.0010930154913682245
sécurité,0.001090476547137404
liberté,0.0010841291865603525
october,0.0010688955211754297
appel,0.0010676260490600194
garde,0.0010663565769446091
frontière,0.0010625481605983783
parti,0.001061278688482968
organisation,0.001061278688482968
lien,0.001061278688482968
chef,0.0010587397442521477
attaque,0.0010574702721367374
algérien,0.0010562008000213272
premier,0.0010562008000213272
juillet,0.0010460450230980452
jaune,0.001044775550982635
judiciaire,0.0010435060788672246
début,0.001040967134636404
part,0.0010358892461747632
gilet,0.0010333503019439427
cause,0.0010320808298285324
individu,0.0010257334692514812
mouvement,0.001024463997136071
école,0.0010231945250206607
march,0.0010231945250206607
auteur,0.0010168471644436093
algérie,0.0010155776923281993
april,0.0010104998038665582
avocat,0.0010092303317511479
acte,0.0010066913875203273
moment,0.001004152443289507
nom,0.0009978050827124556
aide,0.000993996666366225
agression,0.0009927271942508148
couteau,0.0009876493057891737
arme,0.0009838408894429428
octobre,0.0009813019452121225
november,0.0009813019452121225
avril,0.0009800324730967122
région,0.0009749545846350712
mai,0.0009698766961734302
fille,0.00096860722405802
june,0.00096860722405802
noir,0.0009660682798271994
islamiste,0.0009660682798271994
propos,0.0009647988077117892
guerre,0.0009622598634809687
septembre,0.0009597209192501482
autorité,0.0009597209192501482
eric,0.0009470261980960458
bon,0.0009457567259806355
emmanuel,0.000938139893288174
novembre,0.0009267146442494817
projet,0.000922906227903251
peine,0.0009165588673261997
demande,0.0009152893952107895
vidéo,0.0009140199230953793
soutien,0.000912750450979969
tête,0.000907672562518328
important,0.0009051336182875075
mesure,0.0009038641461720972
décision,0.0009013252019412768
suspect,0.0008911694250179948
problème,0.0008898999529025845
débat,0.0008848220644409435
extrême,0.0008810136480947128
racisme,0.0008810136480947128
côté,0.0008810136480947128
ministère,0.0008797441759793025
militant,0.0008784747038638923
international,0.0008670494548252
feu,0.0008670494548252
juin,0.0008657799827097897
voiture,0.0008632410384789693
contrôle,0.000856893677901918
manifestation,0.0008543547336710975
info,0.000851815789440277
menace,0.0008467379009786361
décembre,0.0008429294846324054
islamique,0.0008416600125169951
intégralité,0.0008416600125169951
local,0.0008378515961707644
cadre,0.0008340431798245335
valeur,0.0008340431798245335
chose,0.0008327737077091233
habitant,0.0008327737077091233
sujet,0.0008251568750166618
bfmtv,0.0008188095144396106
