,V1,V2
russie,1.7066951,-0.096407145
pièce,1.4595093,-0.6348944
tension,1.2834587,-0.5275667
dijon,1.87631,-0.23886408
britannique,1.2752337,-0.62306935
développement,1.2621297,-0.6714022
grenoble,1.3639829,-0.3569637
médical,1.5303744,-0.7590106
annonce,1.2565212,-0.37065756
criminel,1.8009031,-0.8584372
priorité,1.6211666,-0.5731668
institut,1.0643884,-0.6463991
bureau,1.4153407,-0.602274
épouse,1.1735114,-0.7138475
citoyen,1.2555306,-0.33476406
salvini,1.3383279,-0.12378685
insécurité,0.8918965,-0.45791036
coran,1.6636523,0.054659832
maladie,1.1474618,-0.033941053
cher,1.5191344,-0.47626606
rtl,1.781096,-0.7861361
regroupement,1.5266764,0.048329305
thomas,1.3806734,-0.5474848
fonction,1.2172416,-0.5409443
couleur,1.5237635,-0.27704108
mila,1.5281867,0.23388661
rétention,1.3650924,-0.54349726
pratique,1.6711074,-0.3436728
professionnel,1.5309258,-0.16931324
calme,1.581137,-0.24533552
métropole,1.0423623,-0.62027174
ifop,0.841261,-0.20794258
profit,1.6043044,-0.2560913
courant,1.2758336,-0.10026314
mandat,1.5648682,-0.7061803
utilisation,1.5640557,-0.7496466
viking,1.6943579,0.09462097
castaner,1.2612295,0.038084634
capacité,1.5684997,0.00086559204
direct,1.5034177,0.15428549
hebdomadaire,0.9900335,0.19634952
minuit,1.1355817,-0.29235318
ravier,1.476751,-0.009572593
élevé,1.5716958,-0.15224677
choc,1.7012317,-0.23476557
somme,1.5603192,-0.07546271
faible,1.5388345,-0.50034237
vincent,1.2418036,0.12801728
provocation,0.980563,-0.38142264
voisin,1.106275,-0.5561151
prêt,1.5931696,-0.7579726
modèle,1.2478828,-0.20961832
crime,1.639619,-0.5683157
attitude,1.1658748,0.20584585
cimetière,1.0396024,-0.7334823
principe,1.0469508,-0.5310043
réclusion,1.2965612,0.24540207
molotov,1.5755479,-0.3108089
lacrymogène,1.2189249,0.07445224
beau,1.7020028,-0.04507905
didier,1.530799,-0.68302745
renaud,1.2786071,-0.67043865
physique,1.4360725,-0.37917688
actualité,0.6642302,0.10954645
provenance,1.5490167,-0.45426083
populaire,1.744267,-0.35289073
rwandais,1.0481648,-0.32239088
impossible,1.2799954,-0.4520532
conseiller,1.2058139,0.034193084
fraternité,1.3843408,-0.6839719
portugal,1.5100019,-0.684282
ouvrage,1.5220023,0.039485615
existence,1.1052364,-0.1627978
rédaction,0.93559635,-0.25039837
mna,1.4920421,-0.34599409
conférence,0.84553975,-0.5520448
endroit,1.2736014,-0.3816794
familial,1.1463819,0.3269064
vision,1.0695436,-0.1834518
robert,1.5623657,-0.23290019
mémoire,1.3815969,0.18751796
chinois,1.6197244,0.06389228
doigt,0.91308206,0.18980737
étudiant,1.5932368,0.1485776
cannabis,1.2397823,-0.13503163
production,1.5565284,-0.4943461
reportage,1.6493953,-0.1601929
militaire,1.5826412,-0.44787732
allocation,1.3282743,-0.08557239
ps,0.88366264,-0.7418843
adolescent,0.7319788,-0.23995705
absence,1.1547059,0.047860205
harcèlement,1.6403114,-0.30168688
balle,0.9969982,-0.104680344
ouverture,0.86106837,-0.6608837
pétition,1.4120661,-0.51307553
diversité,1.2803884,0.20668487
interne,1.0984349,-0.059170008
maximum,1.3121516,-0.41167158
regard,1.2097433,-0.21053979
perte,1.643674,-0.06702774
christian,1.1159718,0.025846206
client,0.95554364,-0.00094943243
diaspora,1.3573202,-0.42362753
génocide,0.8735639,-0.4606695
cérémonie,1.3725861,-0.2293979
magazine,1.2799076,-0.15379113
blessé,1.119086,-0.24331972
banque,1.4678217,-0.5822664
hauteur,0.8793297,-0.48813316
tendance,0.9446312,-0.029139524
investissement,1.2080127,-0.56455076
frédéric,1.0057482,-0.13005462
patrick,1.1011537,-0.7659992
alex,1.0909251,0.22209512
fraude,0.9111041,-0.5122898
erdogan,1.0431783,-0.17176957
collègue,0.8678451,0.08421463
intriago,0.9357339,-0.58473885
humanitaire,1.1994047,-0.6321957
drôme,1.0648967,0.25838655
bac,1.5232172,0.10805844
bar,1.0649867,-0.2296044
complexe,1.1881654,-0.77935827
municipal,1.2950655,-0.16417544
bondy,0.76381725,-0.5169437
bamako,0.92912334,-0.68344784
application,1.3384475,0.16968708
bretagne,1.6906481,-0.22648512
spécialiste,1.5952269,-0.35032657
valeur,1.2884877,-0.7609475
mauvais,1.0194963,-0.38382018
colonisation,1.2759196,0.112367354
poids,0.9331698,-0.46115673
berlin,0.9670358,-0.5200575
dordogne,0.8955194,-0.13596755
bobigny,1.2360808,-0.49187666
belloubet,1.1020908,-0.26072574
arrière,1.5858072,-0.07749533
open,1.179288,-0.532062
continent,0.84503424,-0.31570727
unité,1.2479869,-0.22255315
race,1.3824239,-0.3687261
caen,0.9993671,-0.47055984
participation,1.0029566,-0.6729991
dette,1.2528341,-0.2410787
complet,0.8562604,0.19076262
villiers,0.5379951,-0.74251795
nicole,0.8915851,0.04736696
carré,1.4755898,0.13170318
taha,1.2454393,-0.15937047
destination,1.0147142,0.17633334
avion,1.1893215,-0.03325603
événement,1.0379902,-0.2292879
rare,1.2398921,-0.24091084
court,1.2142087,-0.27411258
cambodge,1.2961987,-0.07340643
déplacement,0.9980118,-0.44707823
sorte,1.0334328,-0.09057223
envie,0.7316392,-0.23871125
artiste,1.1191703,-0.13661782
milliard,0.68118435,0.17396037
contact,1.0945065,-0.51245856
conservateur,1.2563086,-0.29719096
cabinet,0.6866147,-0.4870011
concours,1.191555,-0.7278479
euro,1.2369585,-0.15652154
échange,1.2306857,-0.19896342
anglais,1.2358892,0.26793024
nécessité,1.3209033,-0.20437947
préjudice,1.40801,-0.3853095
vert,1.0498898,0.013752899
écologiste,1.1222755,-0.78310335
israël,0.66217726,-0.41526854
secteur,1.2970434,-0.013648147
exécutif,1.0886585,-0.49033064
apologie,1.0873427,-0.4519677
school,1.4291897,-0.12034923
miss,1.1594542,-0.3314701
antisémite,0.88565123,-0.5827086
occident,1.3072864,0.06617456
poing,1.293984,-0.6876628
bénévole,0.65427554,0.10553863
saint,1.1242955,-0.48328283
ocean,1.5828367,-0.6533231
fiction,1.2268716,-0.2521964
magasin,0.861256,-0.31789878
foyer,1.3729354,0.23321305
jaune,1.1742889,-0.032783058
baudry,0.9298356,-0.43245926
foot,0.8601587,-0.19244808
passsanitaire,0.9692627,-0.48560274
central,0.85241365,0.20409368
énorme,1.2651902,-0.3723199
issue,0.90672565,0.11440147
barrage,0.9466279,-0.15990578
disponible,1.0640622,0.23931773
célèbre,1.3394572,-0.376552
statue,1.3417261,-0.39836437
témoignage,0.6011144,-0.32944077
précédent,1.1064682,0.062697046
mari,1.5840479,0.24922898
bateau,0.9597227,0.04454397
réfugié,0.8441384,-0.3233434
express,0.9277959,0.10719867
camion,1.2302376,-0.0029341578
matinée,1.317083,-0.18513063
version,0.9032284,-0.60952395
ivoire,1.3845876,-0.47371614
rejet,1.0495933,-0.06941557
explosion,0.80749464,-0.5730239
opposition,0.9621654,-0.19348022
activité,1.1025045,0.060578033
black,0.9369172,-0.12759192
culturel,1.3489225,-0.11935517
val,0.97221404,-0.4518775
bouhafs,1.2801187,-0.5992102
marocain,0.9845389,-0.63879496
rapide,0.88590264,-0.72169656
palais,1.0950484,-0.57207483
quinzaine,0.6396869,-0.16181523
enseignement,1.2785089,-0.35756537
frais,0.67350274,-0.5844802
problématique,1.142848,-0.46737936
fil,0.4837161,-0.30152172
provence,0.95677173,0.19220988
leader,0.62304157,-0.1004933
charlie,0.85807884,-0.7886069
mondial,1.4236335,-0.39773366
africain,0.8587539,-0.5811406
médiatique,1.1009917,0.074552506
historien,0.8352648,0.06730104
post,1.0559257,-0.22794391
villepinte,1.456541,-0.004050054
matériel,1.0038902,-0.10831118
quimper,1.1225837,0.118674934
covid,1.0251211,-0.5109631
bataille,1.144686,-0.5657149
primaire,1.0518522,-0.027873846
délinquance,1.2266781,0.22080879
alexandre,0.81166714,-0.58230954
catholique,1.1969241,-0.1123457
pcf,0.60432523,-0.20275615
allemand,1.3802325,-0.46114597
youtube,0.80517673,0.0037194933
brest,1.2996781,-0.55479044
maréchal,1.0582017,-0.33868933
représentant,0.75775826,-0.30884615
marion,0.6978521,0.27705532
course,0.8806017,-0.10724471
théâtre,1.0926924,-0.03278457
sélection,1.3548052,0.20391956
grève,0.9393537,-0.51902306
blasphème,0.91268003,-0.15766047
espèce,1.2497445,-0.7527137
marianne,0.52715445,-0.5271561
délégué,1.3631923,-0.055858
importance,1.2883127,0.13097021
environnement,0.95926166,-0.16297826
inquiétude,1.3318186,-0.119987115
plateau,1.3113827,0.033942062
montée,0.6691845,0.21239975
arms,1.4124217,0.19863033
alentours,0.68768114,0.06977985
chanson,1.2732416,-0.33388865
média,0.8121538,-0.011291746
instance,0.75814116,-0.5173815
luc,1.4683408,0.100688845
mur,1.3159628,-0.42937997
immense,0.80781376,0.14716496
festival,1.248677,-0.36166808
souveraineté,0.5829744,-0.48183537
sensible,0.6632108,-0.33816352
xavier,0.9579017,-0.23427917
dame,1.0142007,-0.5617485
élève,1.2199589,-0.45234865
communiste,0.64808786,0.13710777
ahmed,1.0389158,0.20809627
erreur,0.9551815,-0.61221635
bangladesh,1.0447159,-0.317181
crédit,0.64617467,-0.34853873
abus,0.94767547,0.09333248
essonne,1.0641924,-0.0009701592
polémiste,0.5530653,-0.2061482
guinée,0.8974948,0.043609135
perpignan,0.99038893,-0.23051317
décret,0.796479,-0.5287681
appartenance,0.46723005,0.09725307
paty,0.5592144,-0.24634491
aéroport,1.2305348,0.13017906
coeur,0.64541596,-0.06380554
financier,1.5660964,-0.67212886
dialogue,0.8454358,0.017603155
lourd,1.0711808,-0.08261455
thierry,1.3212949,-0.19953357
domaine,1.2251078,-0.41330186
scooter,0.53839344,-0.07358326
volontaire,0.90866256,-0.6512342
bron,0.67990106,-0.21330243
faim,0.84451616,0.18424526
po,0.8901683,-0.54131293
connaissance,1.4382101,-0.63485664
terrible,0.5023645,-0.3419155
rentrée,0.54954696,-0.21725821
habitude,1.030299,-0.36287326
vérité,0.6267403,-0.25284916
scrutin,0.90406495,-0.08134322
sauvetage,1.3303308,0.09462627
yannick,1.5432248,-0.71192086
préparation,1.6277331,-0.39781758
juridique,1.3278769,-0.1121964
traitement,1.2687665,-0.7926415
socialiste,0.42483178,0.26257402
william,0.9244209,-0.18164021
foi,1.0997959,-0.17697133
silence,1.3281877,-0.22911036
suivi,0.56485313,-0.62887406
alger,0.7977788,-0.59742934
sophie,1.4870425,-0.110241756
théorie,0.60799015,0.17706859
méthode,1.3585496,0.056632556
défaut,1.3420463,-0.7273739
pulvar,0.956417,-0.76891285
écran,1.0376031,-0.2875626
conséquence,0.8354756,-0.11401445
instagram,1.1436921,-0.14809667
fédéral,0.9546523,0.19431426
démocratique,0.56294364,0.19156992
naissance,1.3734763,0.24567999
anniversaire,1.1930392,-0.39154592
moindre,0.503936,-0.16777112
construction,1.0541415,0.21777423
complicité,0.9439843,-0.022537863
maître,1.0992242,-0.6606379
sérieux,1.1150252,0.2085929
découverte,0.71040267,-0.0715691
intention,0.6034865,-0.5282898
mathieu,1.5668396,-0.43474585
annecy,0.86777204,-0.05717067
c,0.8846541,-0.06774882
tournage,0.7397013,-0.34800178
tancrède,1.0552609,-0.0009995218
réforme,0.6139831,-0.14839149
tweet,0.68146807,0.1969476
surveillance,0.5266218,0.10921615
martin,0.9996453,-0.56174594
confiance,0.7917891,-0.64528215
complot,1.0179863,0.044967055
sleeping,1.4814199,-0.094954364
khan,0.91920507,0.2854895
sarkozy,0.75232387,-0.32043186
lejeune,1.4073629,-0.6167756
abdallah,0.5604002,-0.7340836
expérience,1.3431975,0.08078147
exception,0.78783464,-0.68003994
unique,0.8608289,-0.061774787
charia,0.9906956,-0.19398326
rixe,0.51049095,0.013567592
sociologue,1.0367715,0.23282138
el,0.47648045,-0.47091314
conflit,0.5799325,-0.25318483
amendement,0.50375783,0.05277954
cou,0.8055846,-0.53764796
animal,1.3106017,-0.708901
profil,0.8878291,-0.56721133
goût,1.4305972,0.22793975
fusillade,0.8808572,0.10698343
csa,1.1832311,-0.52732706
candidature,1.3163714,-0.67561406
jadot,1.5768843,-0.13751906
itt,0.7371508,-0.39964244
washington,1.3683957,-0.53855103
représentation,1.4682015,-0.5772582
fonctionnaire,1.1687676,-0.20185363
theresa,1.4959627,-0.45407602
héritage,1.2136465,0.22828856
net,1.126817,-0.2015757
sénégalais,1.1970483,0.18455285
rappel,1.2804899,0.20395383
biden,1.347016,0.1844349
estrosi,1.2882872,-0.2013226
farrakhan,0.58656496,-0.08671228
offre,0.79447645,-0.15141843
évolution,0.7382759,-0.7996843
reconnaissance,1.0382408,0.14343768
insupportable,0.82121795,-0.57905525
occupation,1.4274971,-0.24619272
outil,1.0776833,-0.051061403
donald,1.0462868,0.078855634
marc,0.78596973,-0.11823644
demi,1.1866212,-0.06404279
prénom,0.7701513,0.07617582
prévention,1.0734093,-0.10238747
alsace,0.5566018,-0.004539287
sahel,1.0695807,0.19167848
hospitalier,0.9849647,-0.7310979
honte,0.9841569,-0.21668677
démographique,1.129082,-0.71273637
joueur,1.3787322,-0.5437922
ctu,1.2270584,-0.73654276
ambassadeur,0.97461176,0.28357232
mans,0.62362707,-0.27420676
influence,0.9401236,-0.21481486
seine,0.5954741,0.090634055
djihad,1.0989796,-0.04348918
écrivain,0.7797213,0.15031123
salaire,1.008582,-0.26180607
censure,0.7906071,-0.10820238
qatar,1.3122725,0.121394046
civilisation,0.64612454,-0.6448762
alcool,0.74679476,-0.30969742
chercheur,0.6514589,-0.67625666
caroline,0.8007174,-0.12349653
planète,0.7066427,-0.477488
fonctionnement,1.0697502,0.071997054
grenade,0.9983629,-0.2962288
différence,0.59096706,-0.57452446
référendum,0.9993694,0.15791273
section,1.1555647,-0.32383162
daech,0.6862028,-0.62378746
courage,0.87626576,-0.4385901
soldat,1.0732034,-0.29969746
baise,0.9021544,-0.7258453
représentatif,0.594809,-0.5260284
turc,0.7639979,-0.4137108
gilet,0.8997142,-0.41672248
étage,0.5748448,-0.309142
achat,0.9620213,-0.41414613
russe,0.94468635,-0.5113847
maghreb,0.34720978,-0.2299318
congo,1.0879661,-0.35063937
essentiel,0.98915154,0.057758454
charlotte,1.1491575,0.12943675
bertrand,1.2551594,-0.6905737
soudanais,0.5592842,-0.6029609
scénario,0.62084436,-0.66429174
liquide,0.737751,-0.4363637
rouge,0.9542536,-0.3665802
vieux,0.52786976,0.02978311
démocrate,1.1594074,-0.05948366
convention,1.4224527,0.13216455
homicide,0.5554364,0.065913945
bancaire,0.7879033,-0.17497815
compagne,0.9761784,0.31211945
palavas,0.84950525,-0.16298704
caricature,0.69179237,-0.3550326
entier,1.2796584,-0.39623815
alliance,0.73476,-0.64900947
cedh,0.13057597,0.36934492
métro,0.46913046,0.03387175
messe,0.7550597,-0.36900684
isolé,0.5116133,0.20265783
inacceptable,1.2264546,0.013930652
fer,1.2539507,-0.24343798
match,0.4948755,0.21339339
censé,0.7837934,0.10810824
maîtrise,1.3299161,-0.27896506
pain,0.6748084,-0.3314752
fenêtre,1.1589862,-0.517604
samuelpaty,0.7568811,-0.5273912
drapeau,1.2107805,-0.294202
supérieur,1.3655405,-0.5086679
province,0.50831735,-0.6824322
kimpembe,0.8074711,-0.038091257
recrutement,0.8669933,0.25067398
majeur,0.9305639,0.0047983234
scientifique,0.92196447,0.22290221
grigny,0.73833084,0.16742525
inverse,0.3549263,-0.06889401
présidentiel,0.723228,-0.14755157
avance,0.91834885,-0.28642154
adama,0.8929271,-0.29030597
autorité,0.88939774,-0.4067965
fichier,0.8375364,-0.48240024
immatriculation,1.165747,-0.21723038
refuge,0.92772186,-0.021119202
autriche,1.0046251,-0.17010714
défaite,0.8471372,-0.016848084
symbole,1.0421915,-0.4238524
marque,0.48008263,-0.724865
lamp,1.0125872,-0.5427486
finkielkraut,0.67593354,-0.37548423
orange,0.40245175,-0.1440846
master,1.2341886,-0.32262522
tabac,0.47010797,-0.041738182
chlordécone,1.3445139,-0.60527474
audrey,0.686992,-0.2789508
camus,0.945968,-0.80443037
féministe,1.1441387,-0.0044642775
viande,0.8029799,0.09387958
répression,0.576417,0.21997727
officier,0.7263136,0.17138402
tchétchène,0.7629947,-0.5369825
fdesouche,0.5052282,0.31095085
richard,0.8367679,-0.17008652
agriculture,1.2791327,-0.52640414
marge,0.68782926,-0.6323598
exécution,0.25751647,-0.59861404
mail,0.8712704,-0.033836864
roman,1.1974165,-0.10735958
tir,0.83124983,0.08521659
règle,0.7340441,-0.050028488
toulon,0.91291755,-0.12074758
chu,1.0490018,-0.5161868
catholicisme,1.5084246,-0.087296136
brigade,0.9477078,-0.68585557
agricole,0.83119756,-0.02601846
asie,0.5796496,-0.5744116
bois,1.071418,-0.4866399
francetvinfo,0.26630816,0.27516845
chantier,0.46873996,0.23767978
filière,0.6326257,0.061173804
électricité,0.6635636,-0.4509297
geoffroy,0.6142084,-0.2903709
prière,0.4085787,-0.30101362
exploitation,1.1574913,-0.5567181
pacifique,0.3422976,-0.46047956
elisabeth,0.69374245,-0.69051415
biodiversité,1.0561293,0.16181977
disposition,1.18052,-0.4730445
karim,0.38583905,-0.3014272
irakien,0.19974662,-0.41424522
concept,0.61958605,-0.08665378
news,0.7133487,-0.22341223
séparatisme,0.6664456,0.18750788
mortier,0.35809308,-0.64229447
monument,0.9875647,-0.50406134
sort,0.98858106,-0.052789252
institution,0.8935047,-0.06703134
universitaire,0.9091317,0.10504646
accident,0.325286,-0.56028503
vaste,0.9623602,-0.31199005
avignon,0.5016511,-0.22859463
dubaï,0.4491276,-0.18224053
citoyenneté,0.7165107,-0.3167207
george,1.043203,0.0063358764
plateforme,1.1140633,-0.56460553
floirac,0.7912394,-0.71084946
recteur,0.3710709,-0.41266957
transport,0.70449364,-0.61361027
bangladais,0.52033454,-0.29559666
pauvre,1.1123416,-0.14673348
belge,0.8662217,-0.4840278
hygiène,0.763001,-0.26341337
approche,1.3675219,-0.18668635
industrie,1.1033462,-0.20961031
caisse,1.0981642,-0.7149435
traoré,1.3057851,-0.018329244
quart,1.1600478,-0.03494491
emprisonnement,0.34317496,-0.40663606
fort,1.2659105,-0.21886419
paul,0.6162926,-0.07425231
pakistanais,0.49071994,0.114556976
chroniqueur,1.3151655,-0.5327983
anonyme,1.0104316,0.082587086
étape,0.6591571,-0.27839512
angleterre,1.1054904,0.2968975
clé,0.47530657,0.13660635
profanation,1.2367314,-0.36549625
télé,1.1251293,-0.4158218
patient,0.99892485,-0.1576228
cran,0.8444542,0.31177095
lecture,0.91460216,-0.53697795
destruction,0.5939381,-0.13177155
psychiatrique,0.9120668,-0.044779617
sœur,1.2756921,0.037809875
véronique,1.2524729,-0.6117247
échec,0.47826222,-0.074867435
échantillon,0.7392804,-0.21321191
ambiance,0.6149351,-0.4358732
sncf,0.68768764,0.22243911
impression,0.76827365,-0.55752313
académie,1.041596,-0.023730697
édifice,0.3038974,-0.42704424
démarche,0.9174723,0.23102318
laboratoire,0.35905,-0.20898229
musée,0.33778772,-0.19281442
scandale,0.9141672,-0.44572872
alternative,0.9167917,-0.23894933
bouche,0.5559802,0.16274214
estimation,0.8190878,-0.60543907
extérieur,0.81899315,-0.091607966
manche,0.27947232,-0.54904014
dépôt,0.17422219,-0.42710656
secret,0.9726793,0.2189607
propagation,0.781467,-0.5800466
dépêche,0.8751353,0.07563679
hidalgo,0.8698769,-0.66509897
altercation,0.40046144,-0.051938772
burkini,0.37797657,-0.071937665
cocaïne,0.74987984,-0.5305051
bfm,0.35126093,0.13189402
commercial,0.2531068,-0.49091673
dispute,1.1890829,-0.25765222
malte,0.4762592,-0.40379304
passeport,0.68404573,0.12157437
compliqué,0.32847744,-0.37783742
hongrie,0.4944424,-0.40102854
cédric,0.33083823,-0.7034508
vigueur,1.0527384,0.25163367
tariq,0.6174346,-0.7106449
discussion,0.65964085,-0.36253214
mariage,1.0175986,0.015178826
processus,0.42417073,-0.34516582
défenseur,0.42618898,-0.12078819
toit,0.35374284,-0.2967013
réactionnaire,1.1838639,0.1741943
capital,0.9890574,-0.5239863
hollande,1.064337,-0.6807378
mark,0.6327274,-0.6505798
adjoint,0.52960616,-0.15878478
progression,0.5118781,-0.0759663
télévision,1.2250273,0.17738469
sénateur,0.56002396,0.3235382
échelle,0.83181775,-0.31638128
proportion,0.21772392,0.17676966
thème,0.2862744,-0.25257543
jakir,1.2370517,-0.34989595
hall,0.79062355,-0.50906944
crainte,0.84800637,0.20354702
castex,0.1782524,-0.3364158
alice,1.2414728,-0.062822275
reims,0.8020351,-0.21243984
motion,0.6061447,0.19519383
constitution,0.6969408,-0.43200222
urgent,0.6538181,-0.07914011
réouverture,0.5098459,0.11571489
montbéliard,0.42369038,-0.492695
empire,1.1016185,0.14626019
afghan,1.0914675,-0.09770076
formule,0.7141997,-0.55166394
joe,1.190202,0.2552449
roi,0.7218858,-0.29516175
we,0.73488283,-0.28879392
bastille,0.29436332,0.02321678
yassine,0.8771349,0.25960818
françoise,0.34526232,-0.4015634
tournant,0.4973369,-0.53963405
station,0.92631584,0.056246318
dégradation,0.76336277,-0.016356215
indépendance,0.20439607,-0.19824778
discipline,0.4018156,-0.0053506414
edouard,0.53393257,0.24253863
fondateur,0.40926263,0.18748966
otage,1.022526,-0.13975492
bernard,0.81287444,0.21294065
abri,0.81087166,0.2423985
unef,1.0496126,0.07764458
braquage,0.95529926,-0.5603131
régional,0.56952614,-0.18660086
iran,0.76513946,-0.059882067
coupable,0.8400987,0.19485107
alpha,0.6453783,-0.18723644
pape,1.2846876,-0.11632596
assistance,1.0364306,0.0062711956
violation,0.65121025,-0.5845903
réflexion,0.9858566,-0.6509297
progrès,0.5195376,-0.6690601
heureux,0.8421979,-0.59367937
facile,1.0958232,-0.40900928
amiens,1.1302971,-0.6070136
malika,0.36790854,-0.07288821
télégramme,0.3651606,-0.04955293
italien,0.514429,-0.1914763
arménie,0.37457234,-0.6513657
rapatriement,0.9831923,-0.15529577
certificat,1.1069616,-0.5852488
insoumis,0.7711262,-0.61375934
fauteuil,1.0887773,0.1378428
chaud,0.5534762,0.19839856
promotion,0.5205968,-0.5988064
table,0.84164023,-0.01901376
leçon,0.33607996,-0.6446091
présidence,1.0778373,-0.04543963
catastrophe,0.7700034,-0.024695251
capitaine,0.49307972,-0.07462906
hasard,0.58380884,0.37893346
proie,0.5607452,-0.10042819
trentenaire,0.82497585,-0.4421578
dirigeant,0.44230747,0.20352958
régularisation,1.1067501,-0.40255886
clandestin,0.863884,-0.09075295
commandant,0.46335405,-0.26890445
périphérique,0.5248283,0.15580215
autorisation,0.79518443,-0.61919576
antonio,0.899548,-0.38033178
légitimité,1.0519439,-0.24507777
dur,0.9515262,-0.009467625
kamel,0.48963556,0.20893829
hérault,0.6613625,-0.32341215
verdict,0.38386044,-0.32846263
gravité,0.5240148,-0.032797456
haïtien,0.3208035,-0.48962027
matteo,0.8429899,-0.13631034
report,0.9999146,-0.34662485
youssoupha,0.9227552,-0.08268292
miami,1.1083202,-0.14785399
rébellion,1.2902032,0.0091108605
barnier,0.2924209,-0.20454414
aïd,0.38779113,-0.48539653
nonaupassdelahonte,0.6674125,-0.6453377
parison,1.0112267,0.0083759045
spécial,0.59327704,-0.43492243
henri,0.34797505,-0.678219
convocation,0.90193486,-0.22215207
territorial,1.2554555,-0.49873224
assassin,1.218448,-0.009278132
fou,1.0609957,-0.45728415
coopération,0.76621556,-0.3232889
masse,1.1584622,0.026021698
qualité,0.8475238,-0.024577444
omar,1.0002679,-0.55727684
offensive,1.1242081,-0.081654675
disparition,0.46090958,0.25658765
populisme,0.73398054,0.25620127
maurice,0.51830447,0.20263772
contrat,0.8261721,-0.37665865
chute,0.41548845,0.32219246
inconnu,0.57576394,-0.41208637
carrière,0.7653314,-0.28957495
naturel,0.8585147,-0.5776572
émotion,0.822799,-0.06365782
casier,1.009416,0.07170691
manifestant,0.46279538,0.024764689
lumière,0.5437074,-0.66124237
traumatisme,1.1559378,0.3041631
quinquennat,1.0005666,-0.30024457
hijab,0.4790532,-0.0011416905
cassation,0.30365175,0.28921112
civil,0.7174002,0.12714326
sommet,0.82187736,-0.09757511
souche,0.55929613,-0.12566161
merde,1.4260883,-0.59053254
prétexte,0.6056505,-0.28633812
symbolique,0.83485156,0.15683019
diallo,0.38644552,0.03917041
fabrication,0.28276867,0.043704346
catégorie,1.0360054,0.015421846
tort,0.52951586,-0.313484
colis,0.98695743,0.3397762
arménien,0.8010861,-0.27938113
phrase,0.5866901,-0.50543886
naturalisation,0.4398763,0.00020052513
romain,0.43330342,-0.5312254
oqtf,0.77045757,0.39431643
michèle,0.97577965,-0.06273822
fortune,0.33517554,-0.5581561
cimade,0.6835283,-0.60884434
commerce,0.2597693,-0.07723429
d,0.45136824,-0.6019311
assimilation,1.0190024,-0.6173124
actuel,0.36385584,-0.28358975
fermeté,0.6221192,-0.19144033
trace,0.30179438,0.18023208
subvention,0.8429289,-0.4781462
diffamation,1.0543052,0.23254545
remise,0.28092542,-0.26748547
mme,0.9686085,0.1716004
sanction,0.4306814,-0.46147653
automobile,1.0509853,-0.69975334
espoir,0.37192535,-0.21081671
patrouille,0.91245776,-0.4696381
albert,0.9939066,-0.22437581
pénurie,0.65061426,0.21904737
partenariat,0.6993066,0.20658694
sexuel,0.773496,-0.59324056
pêche,1.1423477,-0.40934396
tolérance,0.8885276,-0.34769914
chambéry,0.34757704,-0.525522
féminisme,0.85484576,-0.1964077
reprise,0.5490793,-0.53885645
saison,0.5118291,-0.49099037
occitanie,0.99210817,-0.55541164
rachid,0.88345337,-0.17941424
schiappa,0.65201277,0.30132425
pensée,0.4273073,-0.47968048
essence,0.94360447,0.13146943
amie,0.99138594,-0.3013574
océan,0.6634272,0.1419171
arc,0.41302118,0.19315118
contenu,0.54112625,-0.12684228
ccif,0.849851,0.053974483
millier,0.3023793,-0.053201098
entourage,1.1046431,0.24696189
irlande,0.37068844,0.06565252
possession,0.9230806,-0.22103181
enfer,0.94454056,-0.29968166
verre,0.7550776,-0.5513393
daniel,0.34998092,-0.110223904
forum,0.47425544,-0.41386455
produit,1.1880574,-0.46829888
invasion,0.376745,0.23485222
meilleur,1.1512659,0.039638955
énergie,0.83528477,-0.16258723
riche,0.6318622,0.19700089
normandie,0.33866617,-0.1424835
électorat,0.76489955,-0.2380231
deal,0.7076364,0.0055781584
jihadisme,1.3068029,-0.08331636
visa,1.1452786,-0.45405295
minimum,0.86746424,-0.36106998
christianisme,0.34213197,-0.13224992
démographie,0.4959636,-0.458677
fourchette,0.9354164,0.21319361
chapelle,0.51619685,-0.6552577
précarité,0.40215242,0.28976378
égard,0.25717214,0.30056506
précis,0.8608499,-0.09973778
égorgement,0.86423063,-0.5180475
cfdt,0.9178097,0.11249631
drancy,0.059254885,-0.044488072
radical,0.6788675,0.017240155
enjeu,0.9420256,-0.30122888
extrémisme,1.0958357,-0.4545209
chrétien,0.43046963,0.30664954
délai,0.67430675,-0.5602865
modernisation,0.5816259,-0.583908
exercice,0.5482628,0.10598824
arabie,0.24315138,0.14057577
hafiz,0.91375935,-0.3718337
kaboul,0.12846246,-0.28929946
taliban,0.60836726,-0.0044076447
diagnostic,0.9827333,-0.05309222
diocèse,0.6154345,-0.03996998
agglomération,0.32500696,-0.25900176
accent,0.4904679,0.40187097
écologique,0.6062291,-0.59591997
ordonnance,0.8723208,-0.058705475
suspension,0.38772544,-0.50857455
napoléon,0.46396026,-0.28115875
lycéen,0.1924942,-0.3515329
longueur,0.41744736,0.20297652
confession,0.64965,-0.07458127
propriété,0.6126927,-0.32640174
consulat,1.0095011,-0.17982246
assurance,1.1552291,-0.22851816
antenne,0.21796383,-0.113399416
effort,1.0790037,-0.42211935
cheikh,0.42783394,-0.2960897
