,V1,V2
futur,1.1697431,1.3809999
tunisien,1.2776635,0.868291
annadif,1.0015327,0.76941335
crime,1.4742904,1.4902306
publication,1.5757962,0.9607039
majeur,1.1013874,1.2072338
scénario,1.6490891,1.1965528
dépit,1.4459698,0.5406569
évident,1.0987471,0.6282313
blaise,1.898436,0.8273261
soviétique,0.8332287,1.548698
otage,1.4451052,0.7787091
washington,1.4542046,0.8249031
tribune,1.3756107,1.0895797
mahmoud,1.3776444,0.7694416
pied,1.2644856,1.1646613
camerounais,1.9203056,0.5973292
radicalisation,1.2096157,0.6980117
feuille,1.5408005,1.0828102
fani,1.2966607,0.90821844
ambassade,0.92784345,0.9157078
version,1.9284745,0.9917638
technique,1.2665195,0.6918683
rwanda,1.2133247,0.8891198
africa,1.240509,1.1515567
patrimoine,1.5339974,1.2003105
turc,1.2193556,0.6515355
perspective,1.3001802,1.4003341
universitaire,1.8036406,1.2715473
bakary,1.0643314,1.5550973
méditerranée,1.5509217,1.3883289
favorable,1.0857216,1.0149014
européen,1.6275376,0.83354473
kadhafi,1.6381181,1.0213618
double,1.6921619,0.7851332
opportunité,1.2974471,1.2758229
el,0.9659447,0.67677623
compaoré,1.1092466,0.93274343
erdogan,1.0634633,1.2229112
conséquence,1.6646591,0.83187157
roi,1.5043422,0.98104376
adama,1.5335592,0.62789756
refus,1.8076563,0.66529906
faute,1.1792557,1.0763586
signature,0.98252976,0.65445006
interview,1.4227834,0.699749
liptako,1.1567189,0.9662457
hirak,1.496886,1.1531183
colère,1.1180809,1.0273199
moindre,0.93975365,1.2935866
walid,1.5597342,0.583939
plateforme,1.5755962,0.70863044
provenance,1.1842071,0.9855433
condition,1.5799266,0.84881663
final,0.9399524,0.5635458
regard,1.6661377,0.49964482
échelle,1.0439746,0.8100296
apata,1.3818969,1.2067441
destruction,1.033852,1.0088714
explosif,0.84248227,1.3620592
sophie,1.2187495,0.54808146
biya,1.3422041,1.2542475
couvert,1.1191169,0.57079375
december,1.2567347,0.83628505
code,1.1318762,1.3769264
bétail,1.223971,0.79100704
milieu,1.4618502,0.96486074
katiba,1.2348456,1.4852165
recrudescence,0.92777586,1.0568751
coumba,1.6743023,1.044716
infanterie,1.4695543,0.64190537
tactique,1.1621255,0.81015193
enfant,1.1737773,0.7358379
supérieur,0.95263356,0.6883417
négociation,1.3171786,1.0970912
reprise,1.1498172,0.94038737
croissance,1.4904418,0.6704008
vote,1.4551157,0.50417763
sahélien,0.88618046,0.66731256
esclavage,1.4055194,1.3045044
tension,0.79004455,0.5600774
directrice,1.0903766,0.843932
carte,1.0563,1.0639405
allemand,1.4650141,0.69244677
alioune,0.92812806,0.96461487
sérieux,1.3059558,1.1344625
nucléaire,1.0867089,0.8115623
téléphone,1.0863439,0.8415185
tendance,1.6370345,1.1934843
fromage,1.5354909,0.70942694
hôpital,1.3165536,0.6349735
tournée,1.3455862,0.6325158
sort,1.310035,1.0574379
bozizé,0.74727017,1.2888628
tribunal,1.3168868,0.7708497
frère,1.1637254,1.4765072
opposant,1.3290358,1.1267403
page,1.4279656,0.9836097
donald,1.1324543,1.357322
vocation,1.1399771,0.8830813
tunis,1.3871924,1.0458719
phase,1.4990885,0.81412566
structure,1.2937962,0.7234006
groupement,1.3517561,0.9524184
boubou,1.1603941,0.34944314
incident,0.9221111,1.014481
israël,0.8845107,0.7499008
bras,1.321434,1.0100608
rouge,0.5828713,1.3790286
pib,1.2098846,0.62272704
récent,1.2073936,0.577693
produit,1.4910342,1.036954
vladimir,1.3118156,0.5285041
buyoya,0.88896716,0.7313986
marc,1.0400001,1.0054783
touareg,1.1171534,1.227715
bouteflika,1.1219078,0.7953536
domicile,1.3729839,0.7074841
peur,0.73766637,1.2069575
horizon,1.0146794,0.31015494
cma,0.9040335,0.4924431
signe,1.153635,1.1132835
lourd,1.2985315,0.51358426
stade,1.261188,0.70962274
vaste,0.60833555,1.0157667
bazoum,0.9364758,0.502737
émotion,1.068491,0.82989115
sidi,1.150698,1.1406094
permanent,1.3733078,0.37757492
mauvais,0.7505277,1.2579938
frappe,1.0506117,0.82994294
épidémie,1.3758966,0.39058468
ami,1.5765485,0.86993384
centrafrique,0.57822734,0.6347579
contre,1.4009224,1.1507957
caractère,1.3271979,1.1872677
silence,0.90206784,0.72653
hausse,1.0565122,0.94598055
marge,0.9018646,0.6253734
émission,1.200094,1.5359963
contrat,1.218978,0.6999182
alternance,0.79613656,1.1749146
michel,0.835402,0.8915874
intelligence,0.96163523,1.1425921
nouakchott,0.98595196,0.37569597
vague,1.2144502,0.65749115
célébration,0.98754466,0.8135378
saleh,1.1986225,1.1684145
suspect,1.4807076,1.1808774
djenné,0.9098307,1.299471
réflexion,0.59222525,0.6829819
bien,1.1987373,1.118851
sang,1.5688875,1.2083651
suprême,1.2638321,0.611009
soumaïla,0.8588716,0.5186728
arabie,1.6977128,0.7914669
traitement,1.021055,1.0345341
envergure,0.9690748,0.61069494
conjoint,0.7562833,0.74898446
britannique,1.3547472,1.2333381
dissolution,0.77835506,0.85811585
traite,1.4974436,1.0268053
christian,1.4115429,0.55717766
polémique,1.1567454,0.20220381
new,1.5919081,0.5737868
surcroît,1.1668394,0.47227237
gourma,0.8696975,0.53734547
contribution,1.0334356,0.8408964
conakry,0.8284303,0.42475364
voiture,0.7039686,0.5879656
sotchi,0.8831042,0.5754447
oumar,0.7767424,0.81923765
modèle,1.5127215,1.0193515
père,0.92050666,1.1155784
gbagbo,1.04272,0.2777672
sidibé,1.1919966,0.68404853
mdn,0.95946527,0.56151855
successeur,1.1798425,1.2753459
localité,0.47752583,1.1008608
appareil,1.382502,1.0591596
attar,1.5919986,0.8762784
rébellion,1.0381991,1.0174826
violent,1.3072366,1.1764318
amélioration,1.2944881,0.63047063
mer,1.4276797,0.78942525
match,1.5484979,1.2814125
occupation,1.2028278,1.1409593
adjoint,0.77614254,0.6134637
droukdel,1.0881702,0.7695363
commandant,0.4976014,0.6955473
brigade,1.2138472,0.7051626
gambie,0.89818823,1.0049064
connaissance,1.6071362,0.48293468
émergence,1.059622,0.5500008
sécurisation,0.7880936,0.78741544
envoi,0.7690468,1.2409822
choc,0.95809156,1.0758607
rente,0.89844406,0.7493171
critique,1.0132684,1.1403694
effort,1.0745287,0.5361528
patron,0.8630459,0.7930334
diop,1.0905832,0.48828486
parachutiste,1.1886635,0.6755044
phénomène,1.2984893,0.9969651
mécanisme,1.3191695,0.886254
classement,0.7136738,0.9741668
enjeu,1.5127501,0.76784223
lamamra,1.0817641,0.87548316
obama,1.1397834,1.5158626
climatique,1.1897779,1.0060898
colonisation,0.89115024,1.1257935
comportement,1.2642874,0.5785518
rang,0.8016446,1.0780572
amérique,0.9010677,0.6106195
revanche,1.3882127,1.2477332
tapsoba,1.589637,0.6371216
événement,0.9230777,1.4348215
cpi,1.6639669,0.6903574
disparition,1.000492,0.8369067
cabinet,1.0561178,0.7033015
accompagnement,0.94518214,0.6307736
task,0.7927293,0.58173025
facile,1.4709787,0.45377573
canada,0.69410807,1.20878
abdelaziz,0.97263753,0.9677183
talon,1.0576758,0.5730343
champ,1.3338027,0.88247603
tine,0.5388167,0.70190006
conscience,1.2824373,1.1140255
technologie,1.5925887,0.9506666
langue,1.055644,0.9268283
parisien,0.76722133,0.9281051
recrutement,1.3218794,1.2253035
suivi,0.927752,0.37010518
doctrine,0.62244713,0.9693938
extrême,0.8661653,0.8454357
transparence,0.91317475,0.89873016
koufa,0.88971394,1.0192221
impression,1.4706134,0.4552445
gna,0.6002056,0.977207
considération,1.0293484,0.6492932
jacques,1.3333275,0.63032514
abdelkader,1.0091587,0.5268814
embuscade,0.41079074,0.9624017
courage,1.2963127,0.60646546
option,1.000613,0.8789828
exception,0.9638228,1.0747694
mamadou,1.0743612,0.49179497
tourisme,1.3444631,0.20887157
légitime,0.5815363,0.6706302
djalil,0.8171199,0.8188434
flux,0.7920982,0.47159973
cohésion,0.76929796,0.7236007
ziguélé,1.1142251,0.9207797
formule,1.54711,1.0464998
york,1.7642326,0.5082933
entraînement,1.3596435,0.64391583
lumière,1.3478869,0.82005167
planète,1.3081758,0.38683036
pointe,0.46095902,1.1444856
offre,0.93586475,0.8818555
distance,1.4255661,0.7921913
rançon,1.2875662,0.5610944
nationalité,0.92221594,0.5219161
utilisation,1.4053273,0.51884526
contingent,1.0616902,0.79909897
patrouille,0.6023766,1.2035027
noir,1.3691146,1.004842
impossible,1.3369834,0.21178962
session,1.0186812,0.32102916
brahim,1.113005,0.81492585
diagne,1.015142,0.9035437
foulée,1.1570632,0.9158083
intérim,1.032539,0.8740028
condoléances,0.64653796,1.0698755
égalité,1.1638904,1.0195515
indispensable,1.3630843,0.536492
série,0.9336052,0.9080215
figure,0.9598313,1.2125902
table,0.95012015,0.8397962
impasse,1.1768531,0.3240176
utile,1.3123826,1.0881785
mère,1.0773839,0.95297605
seedballs,1.2897503,0.5987924
fer,1.3265041,0.46580443
dj,2.044004,1.0125353
attitude,0.8570764,0.8932938
gros,0.89926666,0.80058026
charbon,1.722719,1.406891
destination,0.84112966,0.55880773
oumarou,0.5370367,1.2920783
dieu,0.75008446,1.1101916
autonomie,1.3320006,0.42854193
virus,0.7892076,0.4037824
gazoduc,0.8740527,1.1868263
précédent,1.5350106,0.9153552
ousmane,1.2994624,1.3120569
roukiatou,1.1956172,0.8414898
transformation,1.0216208,0.2959976
efficace,0.7286329,0.35075465
numéro,1.3183386,0.9417528
réel,0.93425924,0.4843484
sensibilisation,1.3331864,0.9694428
assistance,0.9611659,0.8222405
compromis,0.7067548,0.81894076
producteur,1.065059,1.0684339
alerte,0.5114153,0.45467117
annuel,0.51366156,0.746642
ligue,0.56305206,0.9448117
mouammar,0.5791564,0.38573825
kenya,1.4768517,0.3817107
maritime,1.3432778,0.51850456
quantité,1.5203475,1.0957783
file,0.94248706,0.84064126
économiste,1.2943577,0.4324188
chômage,1.5218194,0.21479556
martin,1.4326605,0.84259075
dur,0.70933586,0.56721586
poursuite,1.3981864,0.4219156
fil,1.2420175,0.2464722
consommation,1.3227118,0.5437074
tiers,1.2215728,0.39849222
chinois,1.2131743,1.0656098
deuil,0.9414927,0.80261505
différence,1.2329742,1.132608
discussion,1.2168065,1.0491018
mémoire,1.2751384,1.1450014
enlisement,1.2437978,0.63748324
préfecture,1.0020858,0.8657283
fonio,1.4108957,1.0099026
violation,0.41642538,0.112287484
conséquent,0.72519946,1.1686512
extrémisme,0.76005715,0.39688542
droite,1.4573429,0.9450215
souverain,1.0146191,0.8235385
capable,0.93862814,0.93355495
génération,1.3737584,0.9428342
accent,0.9715222,0.55243415
coulibaly,0.65822256,1.0246329
djibo,0.9609827,0.856507
division,0.791162,0.82865155
klohi,1.465578,0.9788473
ombre,1.1389874,0.37879637
fête,0.99552923,0.66203916
cercle,1.1235386,0.17810093
gabon,1.244241,0.16768485
vérité,1.2502878,0.17309722
décennie,1.2248161,0.85649484
cuisine,1.4544679,0.7748285
frontalier,0.75049037,0.56937087
équipage,0.7464257,1.0146701
coût,1.0727016,0.82253546
numérique,0.803982,1.2554048
paiement,0.7889965,0.52729666
riche,0.5992026,0.89364
mariage,1.5028406,1.201246
hollande,0.635229,0.3907279
issa,0.45265624,0.47086033
invitation,0.41924864,0.2069215
afrikajom,0.779549,0.7221947
thomas,0.66808987,0.6529163
geste,0.9307293,1.0205196
arrière,0.74520046,0.59659934
colonial,0.71394295,0.47388652
chasse,0.92481303,1.1746757
élevage,1.2851237,0.5722176
encontre,1.0035317,0.16055547
approvisionnement,1.1020514,0.53644085
internet,1.4690902,0.78980136
damehame,0.7540213,0.1535732
kamto,0.8308445,0.1737633
pagne,1.200612,0.78677505
fonctionnement,0.8646128,0.5470844
détriment,0.65084124,0.6431432
actif,0.7920217,0.38562405
jnim,0.5466987,0.45685148
liban,0.54338723,0.6958672
central,1.1402812,0.511602
accra,0.8866539,0.78505707
patrie,1.3762052,1.0552642
avantage,1.2595257,0.13030326
hissène,0.88399404,0.6507298
bigot,0.7374194,0.2949218
thiam,0.94944346,0.8224471
drone,1.1062073,0.6562022
portugal,0.8854308,1.2296997
belgique,0.93288225,0.87984794
dos,1.3738936,1.1313229
suspension,0.81600845,0.8567699
réélection,0.74454087,0.7119669
légionnaire,0.8719307,0.9397832
levée,0.7675333,0.9223753
énorme,0.9132324,0.7100801
tir,1.6006253,0.68575686
biden,1.0287296,0.31870747
mara,0.13648133,0.8807877
prétexte,0.7766429,0.98438287
jammeh,0.9786823,0.73022664
vi,0.5322846,0.9718505
diarrah,1.0649345,0.85618854
originaire,1.2908946,0.5795155
drame,0.69777477,1.2430799
organe,0.73332936,1.0968901
kemit,1.4177393,0.76874524
succession,0.51207334,0.5862773
christophe,1.0276296,0.22389358
technologique,1.0193584,0.39379928
sidati,1.3898164,0.41881058
maison,1.5041246,0.39992824
black,0.9569233,0.540653
abdou,0.72091675,0.8628229
consensus,0.75129884,0.95372266
survie,1.0119476,0.76132816
expression,1.3544195,1.2120827
partners,0.64403796,0.87940484
blanc,0.88010144,1.0604018
bavure,0.60678285,0.5444841
mine,0.9775933,0.49293986
artiste,1.1672592,0.9209972
macina,0.8745146,0.61427164
méthode,1.2577641,0.34502143
incontournable,1.1398462,0.5710098
dépendance,0.9702082,0.78064275
fuite,0.7941037,0.71450365
réserve,0.98592985,1.0627095
courant,0.95932853,0.56047386
olivier,0.30578196,0.07662709
march,1.1337932,0.5704971
office,0.98560745,0.50903577
chiffre,0.41272902,0.65296656
procureur,1.3270825,0.54137754
pistolet,0.87450385,1.0774732
dogon,0.97363704,0.37087032
antifrançais,0.77103794,0.6819576
séparatiste,0.98099005,0.2408333
rétablissement,1.2135143,0.73652315
yéli,0.4529761,0.8170213
art,0.9858544,0.9687933
record,0.8355769,0.94159967
tâche,0.6912374,0.13286383
adversaire,0.6967673,1.1983147
entente,0.9055923,0.67621946
juge,1.2605212,0.25582466
leslie,0.7400668,0.28556204
investiture,0.30571947,0.12704206
actualité,0.85148823,0.56566846
supplémentaire,1.1682118,0.7809172
collision,0.5918434,0.79264396
province,0.42576715,0.7296505
éventuel,0.9866768,0.57695067
arafat,1.5851746,0.4599832
fama,0.9705693,0.8129756
italien,1.0111364,0.14993663
koalaga,0.6863371,0.7947297
kakry,0.9783147,0.4034587
achat,1.1178311,0.16551322
inclusif,0.38646197,0.78533137
immense,0.678584,1.1697587
rythme,0.86158735,0.8856288
djinko,1.1964389,0.5503305
fayez,0.185364,0.60679704
fabrication,0.7790471,0.57478124
criminalité,1.0249044,0.12718742
obligation,0.5948095,0.3463956
saison,0.8747437,0.4037372
leadership,0.57767075,0.99579537
fédération,1.0530078,0.2336013
décret,0.5817325,0.5194835
spécialisé,0.48719,0.35850003
révolution,0.71151096,0.88149446
piste,0.62569237,0.96030134
avance,1.0042453,0.8775821
désert,0.91261274,0.25493678
éthiopie,1.1120905,0.2560481
mobile,1.3677561,0.88715917
baba,1.3055414,0.696845
pdg,0.8458711,0.94186676
musulman,0.7720518,0.50028676
djihad,0.9046082,0.51212513
parole,0.57499045,0.49153572
maître,0.48566455,0.6999857
villageois,0.72215337,0.41940394
passion,1.3280195,1.0696307
souhait,1.0261238,0.054999445
modibo,0.51743406,0.06056421
étendue,0.45311502,0.50009686
agricole,0.99337935,0.26524675
temporaire,0.4563703,0.4659618
célèbre,1.2928332,0.6759868
indignation,1.245775,0.15931083
torture,0.78737104,0.6255859
rupture,1.3099047,0.65472835
pôle,1.0239222,0.72626305
posture,1.0277815,0.12946917
yark,0.9728717,0.7997011
expertise,0.9922685,0.78930455
domestique,0.85275257,0.54182595
musique,1.7255938,0.7047326
vainqueur,0.5442388,0.90864605
entier,0.3638774,0.81578
japon,1.2462673,0.5273019
audience,1.0944067,0.9173365
commando,0.6680042,0.5203473
fraude,1.3007182,1.0028255
kabiné,0.3463582,0.9587765
moto,1.3718368,0.5594612
faiblesse,1.1571945,0.6228372
aïd,1.3964138,0.602621
crédibilité,1.0570806,1.1206024
timbuktu,1.045277,0.26297754
procédure,0.94763833,0.73609394
répression,0.9364873,0.6735474
louis,1.2835753,0.82337135
traboulsi,1.7502484,0.35026836
canadien,0.3066954,0.8014763
récupération,1.0852667,0.59550995
électricité,0.84095985,0.6762295
renfort,0.07202551,0.97360593
cellule,0.9994129,0.1424808
kader,1.1330553,0.9070426
incapacité,0.63300765,0.4238358
tamanrasset,0.86742544,0.97905535
komara,0.35586596,0.55421454
baisse,0.6480845,0.60999453
merkel,1.0337723,0.41604632
compliqué,0.7299608,0.66956455
thème,0.46462622,1.013569
maladie,1.2114118,0.13462745
traditionnel,0.79185045,0.8518836
freund,0.4369674,0.18669444
interdiction,0.66459626,0.39418575
rejet,1.0766633,0.85224825
salut,0.8053036,0.059311993
héros,1.3376476,0.9814206
abuja,0.6630179,0.11203098
beau,0.61387086,0.5219535
asymétrique,0.24837616,0.8242268
cher,0.7049319,0.10947816
réalisation,0.5887386,0.9766659
chambre,0.56317407,0.35624912
franceinfo,1.131433,0.49932334
ankara,0.62843907,0.34885034
revers,0.62706494,0.79809505
géostratégique,0.49982494,0.3631529
préparation,0.3716425,0.16953936
parlementaire,0.50167626,0.1353298
viol,1.6330912,1.2297974
fondamental,0.7761205,0.27247542
propagation,0.74847853,0.33546102
tessalit,0.89403886,0.61230963
ramtane,0.5437415,0.40222228
kremlin,0.3898533,0.8760836
françafrique,0.59596175,0.55773544
séjour,0.9637976,0.891368
hypothèse,1.0197707,0.21553718
défunt,1.1555774,0.12065519
vide,0.5186945,0.18239307
prêt,0.7039238,0.6060242
prédécesseur,0.6943907,0.7010933
hexagone,1.261963,0.91814756
visage,0.75566185,1.0100641
carrière,0.8071964,0.49442858
philippe,0.49663773,0.936229
moyenne,0.44618616,0.52430105
frais,1.2942495,0.51656014
écologie,1.2661737,0.48455238
tenkeu,1.3904626,1.1774584
marque,0.48872343,0.61995786
guinéen,0.88398993,0.5245857
éventualité,0.6943328,0.49667373
occurrence,0.35388952,1.0644324
escale,0.6558185,0.35023043
boukadoum,0.89991856,0.574859
diakité,0.79776937,0.9317955
yémen,0.66170526,0.19719668
complet,1.1319138,0.8109923
trinquand,0.80390096,0.31753486
transit,0.96557313,0.2914297
sidaoui,1.0077852,1.0209558
khaza,1.0813478,0.56488365
allégeance,0.615809,0.6335922
yahia,0.3945925,0.7720567
résidence,0.9418835,1.0309817
normal,0.70513666,0.505466
recul,0.627442,0.2995222
constitutionnelle,0.8289288,0.751678
commissaire,0.6567978,0.58527076
positif,0.24259412,0.48985603
quête,0.5130335,0.7241747
pentagone,0.48666605,0.94175625
vigueur,0.5797836,0.9621405
antonio,0.8161355,0.4741095
hauteur,0.92895144,1.0234846
mahamat,0.73849845,0.95225877
alain,0.9687578,0.86237186
zoubir,0.96167934,0.030131312
opératoire,0.4522056,0.68730736
rfi,0.8675579,0.7139976
renversement,0.52453285,0.7097057
ethnie,0.9442078,0.80917406
tchèque,1.1946057,0.8009629
vert,1.1513746,0.8165537
géographique,0.6864349,0.12763134
immédiat,0.8841438,0.05744718
endroit,0.8866156,0.20491537
prorogation,0.99617594,0.28290832
stéphane,1.1350329,0.24983004
concours,1.455309,0.19077602
missile,0.9817499,1.0381173
académie,0.76471895,0.7401394
difficulté,0.8055559,0.64385176
sarr,0.9312929,0.30911863
charles,1.1663498,0.5659563
bagayoko,1.2694131,0.37518433
génocide,0.9871984,0.11451615
hamdi,0.9314715,0.68006593
remise,0.5255751,0.955938
vaccin,0.76258194,0.28821987
abderrahim,0.9451363,0.7438206
djihadisme,0.50926465,0.25230324
secret,1.2897005,0.6777032
rapide,0.6530302,0.55496544
format,0.4703868,0.639889
tillabéri,0.4597914,1.0599675
attente,0.5705882,0.7408418
berger,1.4671427,0.40350994
transfert,0.3520795,0.98259556
prestation,1.2552204,0.39200842
inquiétude,0.7758971,0.39582768
sahraoui,0.35269138,0.3650355
évaluation,0.522143,0.78293145
séga,0.8403801,0.13626672
médiatique,0.80312115,0.4384607
toile,1.1354241,0.4625645
relance,0.98497486,0.49609628
établissement,0.55023104,0.9371691
ukraine,0.5986074,0.2015848
koulibaly,0.45237055,0.3029506
mostafa,0.7160977,0.8849894
foule,0.47186753,0.34816387
composition,0.82375646,0.4560673
kati,0.7651209,0.25315157
henri,0.8575221,0.6654323
désignation,1.1500748,0.68606263
diversité,1.1242806,0.59391534
ségou,0.21933557,0.35330254
serment,0.28088668,0.20721793
richard,0.92845327,0.21510555
naturel,1.1312958,0.5702378
diffusion,0.6295967,0.24558702
aéronautique,0.35432547,0.037688904
restauration,1.0350041,0.32265258
fragile,0.80272186,0.29113033
scandale,1.442174,0.7097379
élargissement,0.55363387,0.3116607
investissement,0.8703699,0.4078842
belge,1.0618671,0.75431097
crépissage,1.0619926,0.96333456
indépendant,0.8237779,0.17014462
abus,1.1695722,0.65482724
ali,0.29721022,0.8562566
tweet,0.6183595,0.86192524
réputation,0.67001003,0.907406
moulaye,0.8006213,0.2507741
impunité,0.5062907,0.928586
francophonie,0.7741363,0.24412473
sénat,0.72747815,0.40550134
aspect,1.1058666,0.317778
nourriture,1.0058903,0.428386
affrontement,1.0331886,0.6661686
dette,0.5441644,0.7440758
observateur,0.6994467,0.033964656
mooc,1.2272484,1.0667256
neutralisation,0.7651352,0.18426271
haine,0.32489875,0.7649699
parallèle,0.52437055,1.0149174
football,0.97588587,0.85615027
réouverture,0.91721475,0.40183547
apparition,0.54627025,0.51004094
militant,1.1098064,0.037632063
maria,0.60256237,0.39812794
doigt,1.0435671,0.83102036
uranium,0.46196046,0.72468126
équilibre,0.61073965,0.7607992
tayyip,0.98281443,0.56991225
abandon,0.5394024,0.48042712
rome,1.058954,1.0285085
migratoire,1.0281935,0.32374284
biarritz,0.4507509,0.21346197
redéploiement,0.25215492,0.63580173
tahrir,0.46433797,0.28800383
bourbier,1.0723454,0.97883976
bataillon,0.98556256,0.596405
sarkozy,0.4179879,0.27556625
copie,0.66369325,-0.08503463
confinement,0.29817984,0.59004694
suisse,0.8691026,0.25705418
activiste,1.3733028,0.2200454
ambassagou,0.31046274,0.5091075
riposte,0.6705815,0.39546964
lahlou,0.63767666,0.9374765
milliard,1.202618,0.18876243
uemoa,0.9195644,0.8130229
effectif,0.35624322,0.5118213
entourage,1.0259442,0.85681033
cannabis,0.6783152,0.30389336
fcfa,1.2093503,0.17297406
gaulle,0.3862022,0.43263146
allusion,0.81889087,0.12703033
troisième,0.7737766,0.3542021
oif,0.79027325,0.85823053
examen,0.88498974,0.92233294
gat,0.7189663,0.23805708
unesco,1.3148663,0.4351798
exécution,0.8560082,0.34879392
pétronin,0.41021505,0.18879165
borkane,0.4219138,0.19176464
liquidation,0.9340529,0.112254836
consolidation,0.4699101,0.16730072
disponibilité,1.1943976,-0.010988713
zoundi,0.7984901,0.26916933
coupe,0.70548874,0.9339918
faim,0.58476424,0.17953287
rigueur,0.9248065,0.9561784
sociopolitique,1.0664549,0.117618315
laser,0.99259144,0.8664209
caire,0.56075364,0.99085057
fao,0.50652844,0.604206
fermeté,0.8077223,0.7021928
conduite,0.3548299,0.5193859
anniversaire,0.7359379,0.7206349
in,0.31472346,0.87918943
exclusif,0.77662534,0.24722706
heureux,1.2397943,0.26238957
mahamadou,0.5741635,0.23446214
atteinte,0.7421304,0.58855885
effet,0.87491184,0.4809294
fierté,0.98321867,0.16769286
collectif,0.434774,0.9133398
circulation,1.1053523,0.6385941
gompertz,0.6915946,0.44720367
rapprochement,0.5278636,0.845505
centrafricain,0.31423426,0.45315835
savoir,0.8745246,0.3622579
relatif,0.7656766,0.696002
atlantique,0.8829618,0.30800515
désarmement,1.2940599,0.33080262
gossi,0.7396182,0.31298465
soirée,0.58577174,0.6318061
incendie,0.9377991,0.5105074
ratissage,0.7709154,0.93248194
darmanin,0.56996125,0.16164248
sanction,0.4112528,0.7668937
tigre,0.36145803,1.102771
scientifique,0.59700966,0.595627
acteur,0.5358471,0.21101542
élimination,0.8308475,0.7572606
eric,0.4778069,0.50230885
désir,0.67378026,0.6604537
péril,0.8538231,0.26339298
indice,1.0400224,0.1682799
lecture,0.54736155,0.8946158
salaire,0.951317,-0.01515591
estonie,0.60842866,0.12580389
rêve,0.53573084,0.67994744
collège,0.2612,0.7359699
venezuela,0.9645165,0.29701257
cicr,0.32329348,0.43638438
group,0.3023925,0.5859081
naissance,1.1298467,0.5751011
crainte,0.4323126,0.545565
deby,0.4042929,0.4685832
censé,0.47685686,0.8223998
atterrissage,0.6705548,0.30215213
défaite,0.7122293,0.55680484
barrow,0.6294021,0.32738537
qatar,0.6907166,0.48982686
madrid,0.3706028,0.31693834
animateur,0.76880765,0.93681294
richesse,0.75619495,0.5611463
sarah,1.0087829,0.39640975
sankara,0.89009225,0.50630444
milice,0.88950443,0.45315212
hôtel,0.5160362,0.70139307
ipse,0.9456298,0.09054945
condamnation,0.3801528,0.3633493
avocat,0.9754562,0.34254634
figaro,1.0844338,0.039096437
mustapha,1.0312605,-0.06819359
diagnostic,1.0986198,0.5262255
tireur,1.2050915,0.45397988
préoccupation,1.0366123,0.74996656
malabo,0.60710216,0.11447953
masse,1.0282159,0.22275044
club,0.39015278,0.8186413
syrien,0.55086166,0.16921148
iran,1.263324,0.50898397
peau,0.77264225,0.39799494
nigéria,0.41074085,0.28489587
envoyé,0.3714413,0.21886009
studio,0.61293215,1.1783521
grève,0.81718934,0.16758782
contrepartie,0.7007182,0.06966237
félix,1.034211,0.8699627
guillaume,0.96933234,0.13823247
bounti,0.44792774,0.7162221
ordinaire,0.57390684,0.70935994
institutionnel,1.0355235,0.6047566
avancée,0.29263836,0.6521945
fabius,0.8187759,0.25715065
totalité,1.0425322,0.06430395
bakayoko,0.9876815,0.5655215
revue,0.24902275,0.40137112
incertitude,0.95351785,0.28161865
symbolique,0.42593825,0.8668694
sursaut,0.34425107,0.08016701
test,0.7624844,0.52073526
lamine,0.9579485,0.4407367
sombre,1.1765735,0.01419136
primature,0.56068563,0.5390727
robert,0.7366215,0.20363101
sierra,0.8117595,0.49846733
confusion,0.06422495,0.004689218
doumbouya,0.65307647,0.36227056
quarantaine,1.2024657,0.5492344
nana,0.81992966,0.5089891
syndicat,1.079454,-0.0034477743
nina,0.574981,0.22464764
hama,0.45066682,0.1158671
aventure,0.36312026,0.9514596
pauvre,0.43395084,0.5863015
medays,0.48330882,0.745781
г,1.1897577,0.4529638
stèle,1.2406218,0.6263995
soleil,1.0707031,0.9816077
restaurant,0.8459811,0.49094698
rwandais,0.19882233,0.96763366
jeûne,0.62247604,0.5992844
trudeau,0.59909505,1.0189295
soie,0.9052898,0.48103157
symbole,0.7247137,0.725066
collecte,0.7628347,0.797231
rca,0.66020006,0.28855532
complicité,0.8829397,0.31748486
larbi,0.37681183,0.81446654
indien,0.22845504,0.3633999
monclar,0.4543923,0.84118414
tradition,1.0779682,0.20600465
reportage,0.926042,0.44180283
argument,0.2827841,0.36990643
vente,0.4756363,0.13357396
écologique,0.9069575,0.40517342
hebdomadaire,0.8950965,0.85509527
sibiri,0.35800362,0.47321808
culturel,0.61748976,0.43511286
irruption,0.25430214,0.54778594
deal,0.7165181,0.60250324
pari,0.9507334,0.59792066
blocage,0.77109003,0.058420565
omar,0.64934695,0.22256748
guide,1.0130104,0.9098355
couteau,0.47603485,0.5542912
désengagement,0.6673978,0.4918015
february,0.60230476,0.16540769
pilote,1.2729242,0.23866744
rhdp,0.2784778,0.10799372
parc,0.5375886,0.4016486
juridique,0.20357181,0.5083726
abdelmalek,0.5082268,0.4602715
facteur,0.9597164,0.7102881
clé,0.63664997,0.40763903
compétition,1.1241002,0.45718053
conruyt,0.64623857,0.77869976
web,0.4208437,0.12866454
adoption,1.059857,0.54503715
axe,0.67842966,0.7757029
usage,0.50066453,0.16993691
stream,0.22309609,0.8880664
cheval,0.55893505,0.18147102
